participant_id,transcript,question,domain,order,section,section_is_4,p
p-0704,18,ORM library,coding,0,4,1,0.65
p-0705,18,ORM library,coding,0,1,0,0.5
p-0705,18,ORM library,coding,0,4,1,0.2
p-0706,4,Early Universe Galaxies,astrophysics,0,1,0,0.44
p-0706,4,Early Universe Galaxies,astrophysics,0,4,1,0.22
p-0707,17,ORM library,coding,1,1,0,0.99
p-0707,17,ORM library,coding,1,4,1,0.6
p-0708,22,Probability puzzle,brainteasers,0,1,0,0.5
p-0708,22,Probability puzzle,brainteasers,0,4,1,0.28
p-0709,16,Database deletion,coding,1,1,0,0.67
p-0709,16,Database deletion,coding,1,4,1,0.27
p-0710,2,Bergs,brainteasers,0,1,0,0.45
p-0710,2,Bergs,brainteasers,0,4,1,0.7
p-0711,20,Prefix-sum,coding,1,1,0,0.49
p-0711,20,Prefix-sum,coding,1,4,1,0.5
p-0712,18,ORM library,coding,1,1,0,0.95
p-0712,18,ORM library,coding,1,4,1,0.74
p-0713,23,Switch,brainteasers,1,1,0,0.32
p-0713,23,Switch,brainteasers,1,4,1,0.01
p-0714,4,Early Universe Galaxies,astrophysics,0,1,0,0.52
p-0714,4,Early Universe Galaxies,astrophysics,0,4,1,0.3
p-0715,1,Bergs,brainteasers,1,1,0,0.99
p-0715,1,Bergs,brainteasers,1,4,1,0.85
p-0716,17,ORM library,coding,1,1,0,0.4
p-0716,17,ORM library,coding,1,4,1,0.4
p-0717,4,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0717,4,Early Universe Galaxies,astrophysics,1,4,1,0.6
p-0718,13,Rust,coding,1,1,0,0.5
p-0718,13,Rust,coding,1,4,1,0.19
p-0719,16,Database deletion,coding,0,1,0,0.25
p-0719,16,Database deletion,coding,0,4,1,0.79
p-0720,21,Probability puzzle,brainteasers,1,1,0,0.5
p-0720,21,Probability puzzle,brainteasers,1,4,1,0.67
p-0721,11,Little Red Dots,astrophysics,1,1,0,0.64
p-0721,11,Little Red Dots,astrophysics,1,4,1,0.67
p-0722,17,ORM library,coding,1,1,0,0.58
p-0722,17,ORM library,coding,1,4,1,0.5
p-0723,22,Probability puzzle,brainteasers,1,1,0,0.45
p-0723,22,Probability puzzle,brainteasers,1,4,1,0.35
p-0724,20,Prefix-sum,coding,0,1,0,0.45
p-0724,20,Prefix-sum,coding,0,4,1,0.6
p-0725,6,Graviational Lens Modelling,astrophysics,0,1,0,0.1
p-0725,6,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0726,20,Prefix-sum,coding,1,1,0,0.5
p-0726,20,Prefix-sum,coding,1,4,1,0.3
p-0727,17,ORM library,coding,0,1,0,0.45
p-0727,17,ORM library,coding,0,4,1,0.66
p-0728,5,Graviational Lens Modelling,astrophysics,0,1,0,0.53
p-0728,5,Graviational Lens Modelling,astrophysics,0,4,1,0.63
p-0729,9,Large Linear Structure,astrophysics,1,1,0,0.2
p-0729,9,Large Linear Structure,astrophysics,1,4,1,0.58
p-0730,9,Large Linear Structure,astrophysics,0,1,0,0.3
p-0730,9,Large Linear Structure,astrophysics,0,4,1,0.7
p-0731,10,Large Linear Structure,astrophysics,0,1,0,0.5
p-0731,10,Large Linear Structure,astrophysics,0,4,1,0.35
p-0732,16,Database deletion,coding,1,1,0,0.5
p-0732,16,Database deletion,coding,1,4,1,0.95
p-0733,6,Graviational Lens Modelling,astrophysics,1,1,0,0.45
p-0733,6,Graviational Lens Modelling,astrophysics,1,4,1,0.2
p-0734,17,ORM library,coding,0,1,0,0.4
p-0734,17,ORM library,coding,0,4,1,0.65
p-0735,15,Database deletion,coding,0,1,0,0.3
p-0735,15,Database deletion,coding,0,4,1,0.7
p-0736,19,Prefix-sum,coding,1,1,0,0.8
p-0736,19,Prefix-sum,coding,1,4,1,0.55
p-0737,8,Internal Temperature of Stars,brainteasers,1,1,0,0.7
p-0737,8,Internal Temperature of Stars,brainteasers,1,4,1,0.85
p-0738,8,Internal Temperature of Stars,brainteasers,1,1,0,0.6
p-0738,8,Internal Temperature of Stars,brainteasers,1,4,1,0.58
p-0739,17,ORM library,coding,0,1,0,0.6
p-0739,17,ORM library,coding,0,4,1,0.8
p-0740,17,ORM library,coding,1,1,0,0.3
p-0740,17,ORM library,coding,1,4,1,0.3
p-0741,10,Large Linear Structure,astrophysics,1,1,0,0.5
p-0741,10,Large Linear Structure,astrophysics,1,4,1,0.25
p-0742,18,ORM library,coding,1,1,0,0.55
p-0742,18,ORM library,coding,1,4,1,0.56
p-0743,15,Database deletion,coding,1,1,0,0.1
p-0743,15,Database deletion,coding,1,4,1,0.5
p-0744,20,Prefix-sum,coding,1,1,0,0.3
p-0744,20,Prefix-sum,coding,1,4,1,0.04
p-0745,23,Switch,brainteasers,1,1,0,0.55
p-0745,23,Switch,brainteasers,1,4,1,0.75
p-0746,19,Prefix-sum,coding,1,1,0,0.7
p-0746,19,Prefix-sum,coding,1,4,1,0.8
p-0747,13,Rust,coding,0,1,0,0.29
p-0747,13,Rust,coding,0,4,1,0.61
p-0748,3,Early Universe Galaxies,astrophysics,1,1,0,0.65
p-0748,3,Early Universe Galaxies,astrophysics,1,4,1,0.75
p-0749,15,Database deletion,coding,0,1,0,0.38
p-0749,15,Database deletion,coding,0,4,1,0.5
p-0750,22,Probability puzzle,brainteasers,1,1,0,0.01
p-0750,22,Probability puzzle,brainteasers,1,4,1,0.2
p-0751,22,Probability puzzle,brainteasers,0,1,0,0.5
p-0751,22,Probability puzzle,brainteasers,0,4,1,0.66
p-0752,2,Bergs,brainteasers,1,1,0,0.5
p-0752,2,Bergs,brainteasers,1,4,1,0.99
p-0753,23,Switch,brainteasers,0,1,0,0.85
p-0753,23,Switch,brainteasers,0,4,1,0.5
p-0754,23,Switch,brainteasers,0,1,0,0.5
p-0754,23,Switch,brainteasers,0,4,1,0.25
p-0755,8,Internal Temperature of Stars,brainteasers,1,1,0,0.2
p-0755,8,Internal Temperature of Stars,brainteasers,1,4,1,0.3
p-0756,3,Early Universe Galaxies,astrophysics,0,1,0,0.6
p-0756,3,Early Universe Galaxies,astrophysics,0,4,1,0.95
p-0757,17,ORM library,coding,0,1,0,0.55
p-0757,17,ORM library,coding,0,4,1,0.6
p-0758,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0758,4,Early Universe Galaxies,astrophysics,0,4,1,0.6
p-0759,22,Probability puzzle,brainteasers,0,1,0,0.35
p-0759,22,Probability puzzle,brainteasers,0,4,1,0.2
p-0760,24,Switch,brainteasers,0,1,0,0.21
p-0760,24,Switch,brainteasers,0,4,1,0.34
p-0761,5,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0761,5,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0762,10,Large Linear Structure,astrophysics,0,1,0,0.6
p-0762,10,Large Linear Structure,astrophysics,0,4,1,0.35
p-0763,10,Large Linear Structure,astrophysics,1,1,0,0.91
p-0763,10,Large Linear Structure,astrophysics,1,4,1,0.35
p-0764,4,Early Universe Galaxies,astrophysics,0,1,0,0.71
p-0764,4,Early Universe Galaxies,astrophysics,0,4,1,0.6
p-0765,16,Database deletion,coding,1,1,0,0.34
p-0765,16,Database deletion,coding,1,4,1,0.69
p-0766,15,Database deletion,coding,0,1,0,0.5
p-0766,15,Database deletion,coding,0,4,1,0.3
p-0767,11,Little Red Dots,astrophysics,0,1,0,0.5
p-0767,11,Little Red Dots,astrophysics,0,4,1,0.55
p-0768,18,ORM library,coding,1,1,0,0.3
p-0768,18,ORM library,coding,1,4,1,0.4
p-0769,20,Prefix-sum,coding,1,1,0,0.55
p-0769,20,Prefix-sum,coding,1,4,1,0.75
p-0770,11,Little Red Dots,astrophysics,0,1,0,0.6
p-0770,11,Little Red Dots,astrophysics,0,4,1,0.6
p-0771,14,Rust,coding,0,1,0,0.42
p-0771,14,Rust,coding,0,4,1,0.24
p-0772,19,Prefix-sum,coding,0,1,0,0.7
p-0772,19,Prefix-sum,coding,0,4,1,0.5
p-0773,19,Prefix-sum,coding,0,1,0,0.6
p-0773,19,Prefix-sum,coding,0,4,1,0.9
p-0774,9,Large Linear Structure,astrophysics,1,1,0,0.45
p-0774,9,Large Linear Structure,astrophysics,1,4,1,0.3
p-0775,6,Graviational Lens Modelling,astrophysics,1,1,0,0.71
p-0775,6,Graviational Lens Modelling,astrophysics,1,4,1,0.7
p-0776,2,Bergs,brainteasers,1,1,0,0.9
p-0776,2,Bergs,brainteasers,1,4,1,0.85
p-0777,1,Bergs,brainteasers,1,1,0,0.9
p-0777,1,Bergs,brainteasers,1,4,1,0.9
p-0778,2,Bergs,brainteasers,0,1,0,0.6
p-0778,2,Bergs,brainteasers,0,4,1,0.7
p-0779,1,Bergs,brainteasers,0,1,0,0.85
p-0779,1,Bergs,brainteasers,0,4,1,0.8
p-0780,24,Switch,brainteasers,1,1,0,0.68
p-0780,24,Switch,brainteasers,1,4,1,0.5
p-0781,24,Switch,brainteasers,0,1,0,0.8
p-0781,24,Switch,brainteasers,0,4,1,0.7
p-0782,13,Rust,coding,0,1,0,0.99
p-0782,13,Rust,coding,0,4,1,0.98
p-0783,15,Database deletion,coding,0,1,0,0.25
p-0783,15,Database deletion,coding,0,4,1,0.49
p-0784,1,Bergs,brainteasers,0,1,0,0.1
p-0784,1,Bergs,brainteasers,0,4,1,0.75
p-0785,10,Large Linear Structure,astrophysics,1,1,0,0.3
p-0785,10,Large Linear Structure,astrophysics,1,4,1,0.55
p-0786,19,Prefix-sum,coding,0,1,0,0.3
p-0786,19,Prefix-sum,coding,0,4,1,0.5
p-0787,18,ORM library,coding,1,1,0,0.65
p-0787,18,ORM library,coding,1,4,1,0.8
p-0788,8,Internal Temperature of Stars,brainteasers,1,1,0,0.8
p-0788,8,Internal Temperature of Stars,brainteasers,1,4,1,0.81
p-0789,3,Early Universe Galaxies,astrophysics,0,1,0,0.66
p-0789,3,Early Universe Galaxies,astrophysics,0,4,1,0.77
p-0790,18,ORM library,coding,1,1,0,0.4
p-0790,18,ORM library,coding,1,4,1,0.7
p-0791,5,Graviational Lens Modelling,astrophysics,1,1,0,0.2
p-0791,5,Graviational Lens Modelling,astrophysics,1,4,1,0.3
p-0792,21,Probability puzzle,brainteasers,0,1,0,0.3
p-0792,21,Probability puzzle,brainteasers,0,4,1,0.22
p-0793,19,Prefix-sum,coding,0,1,0,0.55
p-0793,19,Prefix-sum,coding,0,4,1,0.7
p-0794,8,Internal Temperature of Stars,brainteasers,0,1,0,0.6
p-0794,8,Internal Temperature of Stars,brainteasers,0,4,1,0.65
p-0795,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0795,4,Early Universe Galaxies,astrophysics,0,4,1,0.4
p-0796,21,Probability puzzle,brainteasers,1,1,0,0.91
p-0796,21,Probability puzzle,brainteasers,1,4,1,0.84
p-0797,1,Bergs,brainteasers,0,1,0,0.25
p-0797,1,Bergs,brainteasers,0,4,1,0.3
p-0798,20,Prefix-sum,coding,0,1,0,0.25
p-0798,20,Prefix-sum,coding,0,4,1,0.52
p-0799,4,Early Universe Galaxies,astrophysics,1,1,0,0.8
p-0799,4,Early Universe Galaxies,astrophysics,1,4,1,0.82
p-0800,17,ORM library,coding,0,1,0,0.5
p-0800,17,ORM library,coding,0,4,1,0.3
p-0801,4,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0801,4,Early Universe Galaxies,astrophysics,1,4,1,0.86
p-0802,21,Probability puzzle,brainteasers,1,1,0,0.05
p-0802,21,Probability puzzle,brainteasers,1,4,1,0.05
p-0803,7,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0803,7,Internal Temperature of Stars,brainteasers,0,4,1,0.6
p-0804,1,Bergs,brainteasers,0,1,0,0.36
p-0804,1,Bergs,brainteasers,0,4,1,0.38
p-0805,24,Switch,brainteasers,1,1,0,0.5
p-0805,24,Switch,brainteasers,1,4,1,0.7
p-0806,18,ORM library,coding,1,1,0,0.9
p-0806,18,ORM library,coding,1,4,1,0.7
p-0807,7,Internal Temperature of Stars,brainteasers,0,1,0,0.8
p-0807,7,Internal Temperature of Stars,brainteasers,0,4,1,0.8
p-0808,21,Probability puzzle,brainteasers,0,1,0,0.4
p-0808,21,Probability puzzle,brainteasers,0,4,1,0.4
p-0809,21,Probability puzzle,brainteasers,0,1,0,0.41
p-0809,21,Probability puzzle,brainteasers,0,4,1,0.1
p-0810,15,Database deletion,coding,0,1,0,0.7
p-0810,15,Database deletion,coding,0,4,1,0.85
p-0811,24,Switch,brainteasers,0,1,0,0.73
p-0811,24,Switch,brainteasers,0,4,1,0.92
p-0812,24,Switch,brainteasers,0,1,0,0.6
p-0812,24,Switch,brainteasers,0,4,1,0.6
p-0813,12,Little Red Dots,astrophysics,1,1,0,0.5
p-0813,12,Little Red Dots,astrophysics,1,4,1,0.7
p-0814,11,Little Red Dots,astrophysics,1,1,0,0.4
p-0814,11,Little Red Dots,astrophysics,1,4,1,0.48
p-0815,1,Bergs,brainteasers,0,1,0,0.55
p-0815,1,Bergs,brainteasers,0,4,1,0.7
p-0816,1,Bergs,brainteasers,0,1,0,0.45
p-0816,1,Bergs,brainteasers,0,4,1,0.99
p-0817,16,Database deletion,coding,1,1,0,0.4
p-0817,16,Database deletion,coding,1,4,1,0.6
p-0818,5,Graviational Lens Modelling,astrophysics,1,1,0,0.7
p-0818,5,Graviational Lens Modelling,astrophysics,1,4,1,0.7
p-0819,21,Probability puzzle,brainteasers,0,1,0,0.4
p-0819,21,Probability puzzle,brainteasers,0,4,1,0.4
p-0820,3,Early Universe Galaxies,astrophysics,1,1,0,0.45
p-0820,3,Early Universe Galaxies,astrophysics,1,4,1,0.5
p-0821,19,Prefix-sum,coding,0,1,0,0.5
p-0821,19,Prefix-sum,coding,0,4,1,0.52
p-0822,9,Large Linear Structure,astrophysics,0,1,0,0.55
p-0822,9,Large Linear Structure,astrophysics,0,4,1,0.7
p-0823,24,Switch,brainteasers,0,1,0,0.57
p-0823,24,Switch,brainteasers,0,4,1,0.4
p-0824,19,Prefix-sum,coding,0,1,0,0.05
p-0824,19,Prefix-sum,coding,0,4,1,0.01
p-0825,10,Large Linear Structure,astrophysics,1,1,0,0.5
p-0825,10,Large Linear Structure,astrophysics,1,4,1,0.1
p-0826,17,ORM library,coding,1,1,0,0.5
p-0826,17,ORM library,coding,1,4,1,0.5
p-0827,13,Rust,coding,0,1,0,0.92
p-0827,13,Rust,coding,0,4,1,0.78
p-0828,2,Bergs,brainteasers,1,1,0,0.1
p-0828,2,Bergs,brainteasers,1,4,1,0.15
p-0829,15,Database deletion,coding,1,1,0,0.65
p-0829,15,Database deletion,coding,1,4,1,0.7
p-0830,20,Prefix-sum,coding,0,1,0,0.2
p-0830,20,Prefix-sum,coding,0,4,1,0.24
p-0831,20,Prefix-sum,coding,0,1,0,0.65
p-0831,20,Prefix-sum,coding,0,4,1,0.7
p-0832,8,Internal Temperature of Stars,brainteasers,0,1,0,0.68
p-0832,8,Internal Temperature of Stars,brainteasers,0,4,1,0.64
p-0833,17,ORM library,coding,1,1,0,0.5
p-0833,17,ORM library,coding,1,4,1,0.5
p-0834,17,ORM library,coding,1,1,0,0.62
p-0834,17,ORM library,coding,1,4,1,0.65
p-0835,19,Prefix-sum,coding,0,1,0,0.25
p-0835,19,Prefix-sum,coding,0,4,1,0.35
p-0836,21,Probability puzzle,brainteasers,1,1,0,0.5
p-0836,21,Probability puzzle,brainteasers,1,4,1,0.25
p-0837,14,Rust,coding,0,1,0,0.25
p-0837,14,Rust,coding,0,4,1,0.6
p-0838,14,Rust,coding,0,1,0,0.6
p-0838,14,Rust,coding,0,4,1,0.5
p-0839,18,ORM library,coding,0,1,0,0.5
p-0839,18,ORM library,coding,0,4,1,0.4
p-0840,10,Large Linear Structure,astrophysics,1,1,0,0.23
p-0840,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-0841,9,Large Linear Structure,astrophysics,0,1,0,0.5
p-0841,9,Large Linear Structure,astrophysics,0,4,1,0.4
p-0842,13,Rust,coding,0,1,0,0.7
p-0842,13,Rust,coding,0,4,1,0.25
p-0843,14,Rust,coding,0,1,0,0.6
p-0843,14,Rust,coding,0,4,1,0.9
p-0844,3,Early Universe Galaxies,astrophysics,1,1,0,0.73
p-0844,3,Early Universe Galaxies,astrophysics,1,4,1,0.55
p-0845,20,Prefix-sum,coding,0,1,0,0.2
p-0845,20,Prefix-sum,coding,0,4,1,0.1
p-0846,23,Switch,brainteasers,0,1,0,0.6
p-0846,23,Switch,brainteasers,0,4,1,0.62
p-0847,1,Bergs,brainteasers,0,1,0,0.4
p-0847,1,Bergs,brainteasers,0,4,1,0.3
p-0848,10,Large Linear Structure,astrophysics,1,1,0,0.42
p-0848,10,Large Linear Structure,astrophysics,1,4,1,0.65
p-0849,12,Little Red Dots,astrophysics,0,1,0,0.3
p-0849,12,Little Red Dots,astrophysics,0,4,1,0.4
p-0850,21,Probability puzzle,brainteasers,1,1,0,0.1
p-0850,21,Probability puzzle,brainteasers,1,4,1,0.45
p-0851,22,Probability puzzle,brainteasers,0,1,0,0.36
p-0851,22,Probability puzzle,brainteasers,0,4,1,0.5
p-0852,12,Little Red Dots,astrophysics,0,1,0,0.69
p-0852,12,Little Red Dots,astrophysics,0,4,1,0.57
p-0853,12,Little Red Dots,astrophysics,0,1,0,0.54
p-0853,12,Little Red Dots,astrophysics,0,4,1,0.5
p-0854,6,Graviational Lens Modelling,astrophysics,1,1,0,0.2
p-0854,6,Graviational Lens Modelling,astrophysics,1,4,1,0.26
p-0855,16,Database deletion,coding,1,1,0,0.4
p-0855,16,Database deletion,coding,1,4,1,0.6
p-0856,2,Bergs,brainteasers,0,1,0,0.2
p-0856,2,Bergs,brainteasers,0,4,1,0.2
p-0857,23,Switch,brainteasers,1,1,0,0.9
p-0857,23,Switch,brainteasers,1,4,1,0.5
p-0858,16,Database deletion,coding,1,1,0,0.2
p-0858,16,Database deletion,coding,1,4,1,0.05
p-0859,24,Switch,brainteasers,1,1,0,0.5
p-0859,24,Switch,brainteasers,1,4,1,0.7
p-0860,7,Internal Temperature of Stars,brainteasers,0,1,0,0.5
p-0860,7,Internal Temperature of Stars,brainteasers,0,4,1,0.65
p-0861,6,Graviational Lens Modelling,astrophysics,1,1,0,0.6
p-0861,6,Graviational Lens Modelling,astrophysics,1,4,1,0.45
p-0862,4,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0862,4,Early Universe Galaxies,astrophysics,1,4,1,0.58
p-0863,3,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0863,3,Early Universe Galaxies,astrophysics,0,4,1,0.52
p-0864,8,Internal Temperature of Stars,brainteasers,1,1,0,0.5
p-0864,8,Internal Temperature of Stars,brainteasers,1,4,1,0.35
p-0865,3,Early Universe Galaxies,astrophysics,0,1,0,0.41
p-0865,3,Early Universe Galaxies,astrophysics,0,4,1,0.38
p-0866,13,Rust,coding,1,1,0,0.29
p-0866,13,Rust,coding,1,4,1,0.57
p-0867,13,Rust,coding,1,1,0,0.52
p-0867,13,Rust,coding,1,4,1,0.47
p-0868,10,Large Linear Structure,astrophysics,1,1,0,0.75
p-0868,10,Large Linear Structure,astrophysics,1,4,1,0.4
p-0869,9,Large Linear Structure,astrophysics,0,1,0,0.5
p-0869,9,Large Linear Structure,astrophysics,0,4,1,0.5
p-0870,5,Graviational Lens Modelling,astrophysics,0,1,0,0.75
p-0870,5,Graviational Lens Modelling,astrophysics,0,4,1,0.6
p-0871,11,Little Red Dots,astrophysics,1,1,0,0.6
p-0871,11,Little Red Dots,astrophysics,1,4,1,0.35
p-0872,2,Bergs,brainteasers,1,1,0,0.6
p-0872,2,Bergs,brainteasers,1,4,1,0.45
p-0873,4,Early Universe Galaxies,astrophysics,1,1,0,0.6
p-0873,4,Early Universe Galaxies,astrophysics,1,4,1,0.58
p-0874,10,Large Linear Structure,astrophysics,1,1,0,0.99
p-0874,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-0875,24,Switch,brainteasers,1,1,0,0.5
p-0875,24,Switch,brainteasers,1,4,1,0.7
p-0876,12,Little Red Dots,astrophysics,1,1,0,0.38
p-0876,12,Little Red Dots,astrophysics,1,4,1,0.34
p-0877,8,Internal Temperature of Stars,brainteasers,1,1,0,0.6
p-0877,8,Internal Temperature of Stars,brainteasers,1,4,1,0.65
p-0878,16,Database deletion,coding,0,1,0,0.33
p-0878,16,Database deletion,coding,0,4,1,0.5
p-0879,10,Large Linear Structure,astrophysics,1,1,0,0.7
p-0879,10,Large Linear Structure,astrophysics,1,4,1,0.8
p-0880,5,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-0880,5,Graviational Lens Modelling,astrophysics,0,4,1,0.3
p-0881,24,Switch,brainteasers,0,1,0,0.55
p-0881,24,Switch,brainteasers,0,4,1,0.95
p-0882,5,Graviational Lens Modelling,astrophysics,0,1,0,0.3
p-0882,5,Graviational Lens Modelling,astrophysics,0,4,1,0.62
p-0883,6,Graviational Lens Modelling,astrophysics,0,1,0,0.25
p-0883,6,Graviational Lens Modelling,astrophysics,0,4,1,0.8
p-0884,20,Prefix-sum,coding,1,1,0,0.9
p-0884,20,Prefix-sum,coding,1,4,1,0.7
p-0885,21,Probability puzzle,brainteasers,0,1,0,0.2
p-0885,21,Probability puzzle,brainteasers,0,4,1,0.15
p-0886,4,Early Universe Galaxies,astrophysics,1,1,0,0.68
p-0886,4,Early Universe Galaxies,astrophysics,1,4,1,0.6
p-0887,15,Database deletion,coding,1,1,0,0.61
p-0887,15,Database deletion,coding,1,4,1,0.55
p-0888,13,Rust,coding,0,1,0,0.95
p-0888,13,Rust,coding,0,4,1,0.95
p-0889,23,Switch,brainteasers,1,1,0,0.65
p-0889,23,Switch,brainteasers,1,4,1,0.45
p-0890,16,Database deletion,coding,1,1,0,0.56
p-0890,16,Database deletion,coding,1,4,1,0.42
p-0891,2,Bergs,brainteasers,1,1,0,0.44
p-0891,2,Bergs,brainteasers,1,4,1,0.12
p-0892,15,Database deletion,coding,0,1,0,0.36
p-0892,15,Database deletion,coding,0,4,1,0.5
p-0893,19,Prefix-sum,coding,0,1,0,0.4
p-0893,19,Prefix-sum,coding,0,4,1,0.4
p-0894,19,Prefix-sum,coding,0,1,0,0.5
p-0894,19,Prefix-sum,coding,0,4,1,0.4
p-0895,14,Rust,coding,1,1,0,0.45
p-0895,14,Rust,coding,1,4,1,0.35
p-0896,11,Little Red Dots,astrophysics,0,1,0,0.45
p-0896,11,Little Red Dots,astrophysics,0,4,1,0.2
p-0897,6,Graviational Lens Modelling,astrophysics,0,1,0,0.52
p-0897,6,Graviational Lens Modelling,astrophysics,0,4,1,0.45
p-0898,1,Bergs,brainteasers,1,1,0,0.8
p-0898,1,Bergs,brainteasers,1,4,1,0.1
p-0899,24,Switch,brainteasers,1,1,0,0.9
p-0899,24,Switch,brainteasers,1,4,1,0.99
p-0900,8,Internal Temperature of Stars,brainteasers,0,1,0,0.7
p-0900,8,Internal Temperature of Stars,brainteasers,0,4,1,0.58
p-0901,9,Large Linear Structure,astrophysics,0,1,0,0.5
p-0901,9,Large Linear Structure,astrophysics,0,4,1,0.5
p-0902,20,Prefix-sum,coding,1,1,0,0.6
p-0902,20,Prefix-sum,coding,1,4,1,0.2
p-0903,15,Database deletion,coding,1,1,0,0.95
p-0903,15,Database deletion,coding,1,4,1,0.37
p-0904,14,Rust,coding,1,1,0,0.57
p-0904,14,Rust,coding,1,4,1,0.5
p-0905,12,Little Red Dots,astrophysics,1,1,0,0.5
p-0905,12,Little Red Dots,astrophysics,1,4,1,0.54
p-0906,19,Prefix-sum,coding,0,1,0,0.5
p-0906,19,Prefix-sum,coding,0,4,1,0.35
p-0907,1,Bergs,brainteasers,0,1,0,0.9
p-0907,1,Bergs,brainteasers,0,4,1,0.76
p-0908,3,Early Universe Galaxies,astrophysics,0,1,0,0.22
p-0908,3,Early Universe Galaxies,astrophysics,0,4,1,0.7
p-0909,23,Switch,brainteasers,1,1,0,0.66
p-0909,23,Switch,brainteasers,1,4,1,0.7
p-0910,21,Probability puzzle,brainteasers,0,1,0,0.5
p-0910,21,Probability puzzle,brainteasers,0,4,1,0.5
p-0911,9,Large Linear Structure,astrophysics,0,1,0,0.3
p-0911,9,Large Linear Structure,astrophysics,0,4,1,0.26
p-0912,16,Database deletion,coding,1,1,0,0.7
p-0912,16,Database deletion,coding,1,4,1,0.4
p-0913,4,Early Universe Galaxies,astrophysics,0,1,0,0.5
p-0913,4,Early Universe Galaxies,astrophysics,0,4,1,0.5
p-0914,15,Database deletion,coding,1,1,0,0.5
p-0914,15,Database deletion,coding,1,4,1,0.3
p-0915,21,Probability puzzle,brainteasers,0,1,0,0.01
p-0915,21,Probability puzzle,brainteasers,0,4,1,0.7
p-0916,12,Little Red Dots,astrophysics,1,1,0,0.4
p-0916,12,Little Red Dots,astrophysics,1,4,1,0.44
p-0917,22,Probability puzzle,brainteasers,1,1,0,0.38
p-0917,22,Probability puzzle,brainteasers,1,4,1,0.1
p-0918,5,Graviational Lens Modelling,astrophysics,1,1,0,0.05
p-0918,5,Graviational Lens Modelling,astrophysics,1,4,1,0.7
p-0919,4,Early Universe Galaxies,astrophysics,1,1,0,0.86
p-0919,4,Early Universe Galaxies,astrophysics,1,4,1,0.5
p-0920,15,Database deletion,coding,0,1,0,0.86
p-0920,15,Database deletion,coding,0,4,1,0.5
p-0921,10,Large Linear Structure,astrophysics,0,1,0,0.3
p-0921,10,Large Linear Structure,astrophysics,0,4,1,0.33
p-0922,14,Rust,coding,1,1,0,0.5
p-0922,14,Rust,coding,1,4,1,0.12
p-0923,5,Graviational Lens Modelling,astrophysics,0,1,0,0.3
p-0923,5,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-0924,6,Graviational Lens Modelling,astrophysics,1,1,0,0.45
p-0924,6,Graviational Lens Modelling,astrophysics,1,4,1,0.4
p-0925,4,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-0925,4,Early Universe Galaxies,astrophysics,1,4,1,0.55
p-0926,16,Database deletion,coding,1,1,0,0.55
p-0926,16,Database deletion,coding,1,4,1,0.6
p-0927,6,Graviational Lens Modelling,astrophysics,0,1,0,0.6
p-0927,6,Graviational Lens Modelling,astrophysics,0,4,1,0.42
p-0928,23,Switch,brainteasers,1,1,0,0.1
p-0928,23,Switch,brainteasers,1,4,1,0.89
p-0929,4,Early Universe Galaxies,astrophysics,1,1,0,0.34
p-0929,4,Early Universe Galaxies,astrophysics,1,4,1,0.42
p-0930,5,Graviational Lens Modelling,astrophysics,1,1,0,0.5
p-0930,5,Graviational Lens Modelling,astrophysics,1,4,1,0.62
p-0931,14,Rust,coding,1,1,0,0.45
p-0931,14,Rust,coding,1,4,1,0.6
p-0932,18,ORM library,coding,1,1,0,0.55
p-0932,18,ORM library,coding,1,4,1,0.85
p-0933,9,Large Linear Structure,astrophysics,1,1,0,0.7
p-0933,9,Large Linear Structure,astrophysics,1,4,1,0.68
p-0934,17,ORM library,coding,1,1,0,0.85
p-0934,17,ORM library,coding,1,4,1,0.1
p-0935,10,Large Linear Structure,astrophysics,1,1,0,0.11
p-0935,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-0936,23,Switch,brainteasers,0,1,0,0.75
p-0936,23,Switch,brainteasers,0,4,1,0.98
p-0937,2,Bergs,brainteasers,1,1,0,0.8
p-0937,2,Bergs,brainteasers,1,4,1,0.99
p-0938,16,Database deletion,coding,0,1,0,0.15
p-0938,16,Database deletion,coding,0,4,1,0.12
p-0939,5,Graviational Lens Modelling,astrophysics,1,1,0,0.5
p-0939,5,Graviational Lens Modelling,astrophysics,1,4,1,0.3
p-0940,17,ORM library,coding,1,1,0,0.5
p-0940,17,ORM library,coding,1,4,1,0.4
p-0941,5,Graviational Lens Modelling,astrophysics,1,1,0,0.5
